# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.9351347707434756,2.6689193662747517,0.010348389609502297,0,3.0,0.14048655334156576,0.0,0.0,0.0
 0.040967046494475697,1.9376522190501353,2.6689198209598333,0.010348389609502297,0.12290113948342711,3.0000000000000004,0.14048655334156576,0.0,1.1908458520848715,0.0
 0.058050439273821794,1.9401895505881954,2.668921180152136,0.030692077040323243,0.1741513178214654,2.9999999999999996,0.13612784932275548,0.0,1.5067290779350004,0.0
 0.07123594328102203,1.9427466087655245,2.668923436557246,0.050559059335200315,0.21370782984306613,3.000000000000001,0.13194347916017604,0.0,1.7357451071459915,0.0
 0.08241549032457329,1.94532323698999,2.668926582880751,0.06996390341615284,0.2472464709737199,3.0,0.12792461207226247,0.0,1.913914344630587,0.0
 0.0923201472197205,1.94791927866946,2.668930611828238,0.08892056832641933,0.2769604416591615,2.9999999999999987,0.1240629434897137,0.0,2.0571137121932668,0.0
 0.10132396068933143,1.9505345772118023,2.668935516105294,0.10744243647678642,0.3039718820679943,3.0,0.12035067133407454,0.0,2.1742575576541885,0.0
 0.10964859826336167,1.953168976024885,2.6689412884175048,0.12554234263685368,0.328945794790085,3.0,0.11678045101541025,0.0,2.271028279378687,0.0
 0.11743813530052125,1.955822318516576,2.6689479214704583,0.14323260153151077,0.35231440590156377,3.0000000000000018,0.11334537143091025,0.0,2.351348480014823,0.0
 0.12479239693692863,1.9584944480947433,2.6689554079697415,0.1605250334519086,0.3743771908107859,2.9999999999999982,0.11003891869130822,0.0,2.4180785970668652,0.0
 0.1317838798298363,1.9611852081672547,2.668963740620941,0.17743098859700776,0.39535163948950897,3.0000000000000058,0.10685495468773698,0.0,2.4733895346220596,0.0
 0.13846717053327628,1.9638944421419784,2.668972912129644,0.19396136987973311,0.41540151159982897,3.0000000000000084,0.10378768794891234,0.0,2.5189795673155193,0.0
 0.14488456462693222,1.9666219934267817,2.668982915201437,0.21012665447706372,0.4346536938807968,3.0,0.10083164958923267,0.0,2.5562090332467204,0.0
 0.15106960636616482,1.9693677054295335,2.668993742541907,0.22593691404189808,0.4532088190984946,3.0000000000000044,0.09798168299782095,0.0,2.5861884016184997,0.0
 0.15704941814662393,1.9721314215581007,2.6690053868566417,0.24140183391238312,0.4711482544398719,2.9999999999999956,0.09523291040877736,0.0,2.6098382090616448,0.0
 0.16284628980065707,1.9749129852203522,2.669017840851227,0.2565307310481052,0.48853886940197133,3.0,0.09258072477976978,0.0,2.6279313570434075,0.0
 0.1684787961839463,1.9777122398241553,2.66903109723125,0.27133257119149806,0.505436388551839,3.0000000000000098,0.0900207632464189,0.0,2.6411237241857464,0.0
 0.1739626035408625,1.9805290287773782,2.669045148702298,0.2858159849007138,0.5218878106225876,2.999999999999995,0.08754890126343653,0.0,2.649976944308642,0.0
 0.17931106436282965,1.9833631954878888,2.6690599879699586,0.2999892827664648,0.537933193088489,2.999999999999979,0.08516122968918109,0.0,2.6549756745559456,0.0
 0.18453566477680688,1.986214583363555,2.669075607739817,0.31386046977484927,0.5536069943304206,2.999999999999984,0.08285404761222702,0.0,2.6565409684700985,0.0
 0.18964636678568553,1.9890830358122447,2.669092000717461,0.32743725903907783,0.5689391003570565,3.0,0.08062384840444711,0.0,2.655040704397285,0.0
 0.19465187404282455,1.9919683962418258,2.6691091596084786,0.34072708455293793,0.5839556221284736,3.0000000000000053,0.07846730212263807,0.0,2.6507979558587316,0.0
 0.1995598410357924,1.9948705080601665,2.6691270771184548,0.35373711342531927,0.5986795231073773,3.000000000000011,0.0763812542119475,0.0,2.6440977306730713,0.0
 0.2043770397266664,1.9977892146751344,2.6691457459529775,0.3664742575520605,0.6131311191799993,3.0000000000000115,0.07436270994588302,0.0,2.6351923997177247,0.0
 0.20910949375490961,2.0007243594945976,2.6691651588176337,0.37894518443930053,0.627328481264729,3.0000000000000058,0.07240882046705542,0.0,2.6243062518552978,0.0
 0.2137625875904732,2.0036757859264243,2.6691853084180104,0.3911563276824394,0.6412877627714197,3.0000000000000058,0.070516883776368,0.0,2.6116392179979653,0.0
 0.21834115611643432,2.006643337378482,2.669206187459694,0.4031138968071306,0.655023468349303,2.999999999999988,0.0686843271759309,0.0,2.5973700221730347,0.0
 0.22284955875904733,2.0096268572586387,2.6692277886482723,0.4148238866789393,0.6685486762771421,3.000000000000006,0.06690871046601563,0.0,2.5816587945016045,0.0
 0.22729174129749358,2.012626188974763,2.669250104689331,0.42629208629610055,0.6818752238924809,3.0000000000000124,0.06518771026513495,0.0,2.5646493758122366,0.0
 0.23167128776245693,2.0156411759347215,2.669273128288458,0.4375240874038095,0.6950138632873709,2.999999999999987,0.06351910380658234,0.0,2.5464711571690164,0.0
 0.2359914642954863,2.0186716615463833,2.66929685215124,0.4485252923390472,0.707974392886459,3.000000000000013,0.06190079610414085,0.0,2.527240806696821,0.0
 0.240255256437449,2.021717489217616,2.6693212689832637,0.4593009218314886,0.7207657693123471,3.0,0.06033076645421828,0.0,2.5070636314315506,0.0
 0.24446540100795863,2.0247785023562876,2.6693463714901164,0.4698560221672823,0.733396203023876,2.99999999999998,0.058807111888352116,0.0,2.486034842249881,0.0
 0.2486244135026286,2.027854544370266,2.6693721523773846,0.4801954721383844,0.745873240507886,3.00000000000002,0.057328000952299715,0.0,2.4642406262895955,0.0
