# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.884448069243361,4.651272516086699,-0.0478704541119865,0,0.25,-0.32482456884078065,0.0,0.0,0.0
 0.18955838516969747,1.8889396153492046,4.6512687634123555,-0.0478704541119865,0.04738959629242436,0.24999999999999997,-0.32482456884078065,0.0,-1.0407817304844031,0.0
 0.27262340689033154,1.8937384947361287,4.651257513000617,-0.13432301116111256,0.06815585172258287,0.24999999999999992,-0.2679659896304481,0.0,-1.1393862739694756,0.0
 0.3393429632381132,1.8988422259325979,4.651238776268422,-0.21034235786910796,0.08483574080952828,0.25,-0.22404019011876447,0.0,-1.1500267214208195,0.0
 0.39799870266559023,1.9042483274670776,4.651212564632709,-0.2777980255754033,0.09949967566639754,0.25,-0.18954839415084765,0.0,-1.1232125861000184,0.0
 0.4517208047986561,1.9099543178680325,4.651178889510417,-0.33813936684301354,0.11293020119966402,0.25,-0.16207174964694787,0.0,-1.079696041641751,0.0
 0.5020756863604163,1.915957715663928,4.651137762318485,-0.39250733314258524,0.12551892159010405,0.24999999999999972,-0.13990112586018352,0.0,-1.0294338935428344,0.0
 0.549970983451287,1.9222560393832289,4.651089194473851,-0.441812375309231,0.13749274586282173,0.25,-0.12180523582604624,0.0,-0.9775092072215025,0.0
 0.5959833311790141,1.9288468075544005,4.6510331973934536,-0.48678986885896164,0.1489958327947535,0.25,-0.10688152189513556,0.0,-0.9265623729116048,0.0
 0.640503175643343,1.9357275387059074,4.650969782494232,-0.5280402815874858,0.16012579391083573,0.25,-0.09445798153185041,0.0,-0.8779356301800122,0.0
 0.6838075884749276,1.9428957513662146,4.650898961193124,-0.5660587685563584,0.17095189711873188,0.25,-0.08402715565236843,0.0,-0.8322579594093031,0.0
 0.7261004082413707,1.9503489640637879,4.650820744907068,-0.6012573044328438,0.18152510206034267,0.25000000000000067,-0.07520088503840976,0.0,-0.7897604463195246,0.0
 0.7675359546397674,1.9580846953270912,4.650735145053004,-0.6339814600499349,0.19188398865994183,0.24999999999999933,-0.06767875993838161,0.0,-0.7504526104413531,0.0
 0.8082338162776226,1.9661004636845905,4.65064217304787,-0.6645232765554443,0.20205845406940562,0.25,-0.06122576816762205,0.0,-0.7142234090391056,0.0
 0.8482884820303508,1.97439378766475,4.6505418403086045,-0.6931312564772798,0.21207212050758767,0.25,-0.055656228996992206,0.0,-0.6808999449273793,0.0
 0.8877758425944035,1.9829621857960356,4.6504341582521445,-0.7200181981106708,0.22194396064860084,0.25,-0.05082209147439097,0.0,-0.6502817541983583,0.0
 0.926757712941791,1.9918031766069115,4.650319138295432,-0.745367397142103,0.23168942823544772,0.25,-0.046604302028822556,0.0,-0.6221607409383244,0.0
 0.9652850594316387,2.0009142786258436,4.650196791855404,-0.7693375995806142,0.24132126485790967,0.2500000000000007,-0.042906371467738805,0.0,-0.596332527594259,0.0
 1.0034003537841376,2.0102930103812957,4.650067130348997,-0.7920669894018391,0.2508500884460344,0.25,-0.0396495214356203,0.0,-0.5726026589267943,0.0
 1.0411393233469566,2.0199368904017345,4.649930165193153,-0.8136764237186666,0.26028483083673914,0.25,-0.036768993202200145,0.0,-0.5507896996775801,0.0
 1.0785322745693406,2.0298434372156233,4.649785907804809,-0.8342720760925019,0.26963306864233516,0.25,-0.034211208818910745,0.0,-0.5307264672893558,0.0
 1.1156051087919236,2.0400101693514285,4.6496343696009035,-0.8539476104318573,0.27890127719798086,0.2499999999999985,-0.03193157630556602,0.0,-0.5122601719648582,0.0
 1.1523801123314759,2.0504346053376143,4.649475561998375,-0.8727859800690365,0.2880950280828689,0.25,-0.029892770947827732,0.0,-0.4952519271138075,0.0
 1.1888765784047441,2.0611142637026463,4.649309496414164,-0.8908609252246664,0.297219144601186,0.25,-0.028063383055273124,0.0,-0.4795759270949496,0.0
 1.2251113020007136,2.0720466629749885,4.649136184265206,-0.9082382263862326,0.30627782550017835,0.25,-0.026416851516471832,0.0,-0.4651184584045089,0.0
 1.261098977539356,2.083229321683107,4.648955636968442,-0.9249767585543277,0.3152747443848389,0.24999999999999845,-0.02493060577475168,0.0,-0.45177686974181,0.0
 1.2968525212873219,2.094659758355467,4.648767865940809,-0.9411293826309606,0.32421313032183036,0.25,-0.023585380436533458,0.0,-0.4394585439613787,0.0
 1.3323833349210628,2.106335491520533,4.6485728825992485,-0.9567437022562074,0.3330958337302656,0.25,-0.02236466281507573,0.0,-0.42807992881588125,0.0
 1.3677015226121192,2.1182540397067693,4.648370698360695,-0.9718627095289009,0.3419253806530297,0.25,-0.021254242055136388,0.0,-0.4175656228908458,0.0
 1.4028160710806188,2.130412921442642,4.64816132464209,-0.9865253378326806,0.35070401777015464,0.25000000000000155,-0.020241839754699655,0.0,-0.4078475493159296,0.0
 1.4377349999007385,2.142809655256616,4.647944772860371,-1.0007669373767039,0.35943374997518457,0.25,-0.019316810869620313,0.0,-0.398864195929,0.0
 1.472465487727346,2.1554417596771556,4.647721054432478,-1.0146196854778855,0.36811637193183644,0.25,-0.018469892632319757,0.0,-0.3905599360004115,0.0
 1.5070139788947745,2.1683067532327267,4.647490180775348,-1.0281129419771473,0.37675349472369357,0.25,-0.017692999517865036,0.0,-0.3828844156660495,0.0
 1.5413862739104949,2.181402154451794,4.64725216330592,-1.0412735580693424,0.3853465684776237,0.2500000000000016,-0.016979050441649306,0.0,-0.3757920086166185,0.0
